============================================================
  MedGemma GGUF Evaluation Report
  Majority-Vote Methodology (5 runs per image)
============================================================

Model : medgemma-1.5-4b-it-Q4_K_M.gguf
MMProj: mmproj-BF16.gguf
Prompt: Is this chest X-ray normal or abnormal? Answer with: NORMAL or ABNORMAL, then confidence percentage.
Params: temperature=1.0, min_p=0.2
Runs per image: 5
Test set: 200 samples (Tawsifurrahman independent)

------------------------------------------------------------
  Base Model: 84.0%
------------------------------------------------------------
  Sensitivity: 73.0%  |  Specificity: 95.0%
  PPV: 93.6%  |  NPV: 77.9%  |  F1: 0.820
  img_0094.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0095.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=86%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0096.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0097.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=91%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0098.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0099.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0100.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0101.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0102.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0103.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (3/5)  Conf=69%  Runs=[ABNORMAL/NORMAL/NORMAL/ABNORMAL/ABNORMAL]
  img_0104.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=91%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0105.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0106.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0107.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0108.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0109.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0110.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=97%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0111.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0112.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0113.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0114.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=90%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0115.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0116.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0117.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=77%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0118.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0119.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=91%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0120.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0121.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0122.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0123.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=85%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0124.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=78%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0125.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0126.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0127.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=78%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0128.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0129.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0130.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0131.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0132.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0133.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0134.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (3/5)  Conf=87%  Runs=[NORMAL/ABNORMAL/NORMAL/ABNORMAL/ABNORMAL]
  img_0135.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0136.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0137.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0138.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0139.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0140.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0141.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0142.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0143.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=94%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0144.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0145.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (4/5)  Conf=98%  Runs=[ABNORMAL/NORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0146.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0147.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (4/5)  Conf=76%  Runs=[ABNORMAL/NORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0148.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0149.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=70%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0150.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0151.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=93%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0152.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=96%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0153.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=91%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0154.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0155.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0156.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=91%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0157.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0158.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=76%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0159.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=95%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0160.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0161.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0162.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0163.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0164.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=74%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0165.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0166.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0167.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0168.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0169.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=85%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0170.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0171.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0172.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0173.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0174.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=90%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0175.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=98%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0176.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=97%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0177.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0178.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0179.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=82%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0180.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0181.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0182.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=92%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0183.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=89%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0184.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (3/5)  Conf=88%  Runs=[ABNORMAL/ABNORMAL/NORMAL/NORMAL/NORMAL]
  img_0185.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0186.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=85%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0187.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0188.png              GT=NORMAL Pred=TB     [FAIL]  Vote=ABNORMAL (5/5)  Conf=81%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0189.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=79%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0190.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0191.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0192.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=90%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0193.png              GT=TB     Pred=NORMAL [FAIL]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0194.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=87%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0195.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=100%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0196.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=84%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0197.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0198.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
  img_0199.png              GT=TB     Pred=TB     [OK]  Vote=ABNORMAL (5/5)  Conf=75%  Runs=[ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL/ABNORMAL]
  img_0200.png              GT=NORMAL Pred=NORMAL [OK]  Vote=NORMAL   (5/5)  Conf=99%  Runs=[NORMAL/NORMAL/NORMAL/NORMAL/NORMAL]
